Date,Hour,Day,Holiday,Load,Load,t-3,Load,t-3,,t-3,t-2,t-3,t-2,t-2,t-1,t-2,t-1,t-1,t-1,H/o,H/o,h/o,W/o,,W/O,Month,d-1,month,d-1,d-1
,5,,,35.2,0.113548387,33.1,01:00.1,0.106774194,2:0.106774194,02:00.1,34.1,00:00.1,0.11,03:00.1,20.3,03:00.1,0.065483871,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,27.4,7:01,0.088387097,08:00.1
,6,,,50.1,0.161612903,34.1,01:00.2,0.11,2:0.11,02:00.1,20.3,02:00.1,0.065483871,03:00.1,35.2,00:00.1,0.113548387,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,42.1,7:01,0.135806452,08:00.1
,7,,,68.7,0.221612903,20.3,01:00.2,0.065483871,2:0.065483871,02:00.1,35.2,00:00.1,0.113548387,03:00.1,50.1,00:00.1,0.161612903,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,81.1,7:01,0.261612903,08:00.3
,8,,,85.5,0.275806452,35.2,01:00.3,0.113548387,2:0.113548387,02:00.1,50.1,00:00.1,0.161612903,03:00.2,68.7,00:00.2,0.221612903,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,101.6,7:01,0.327741935,08:00.3
,9,,,137,0.441935484,50.1,01:00.4,0.161612903,2:0.161612903,02:00.2,68.7,00:00.2,0.221612903,03:00.2,85.5,00:00.2,0.275806452,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,1,148.8,7:01,0.48,08:00.5
,10,,,143.3,0.462258065,68.7,01:00.5,0.221612903,2:0.221612903,02:00.2,85.5,00:00.2,0.275806452,03:00.3,137,00:00.3,0.441935484,04:00.4,00:00.4,1,5:1,5:01,1,6:1,6:01,1,196.5,7:01,0.633870968,08:00.6
,11,,,164,0.529032258,85.5,01:00.5,0.275806452,2:0.275806452,02:00.3,137,00:00.3,0.441935484,03:00.4,143.3,00:00.4,0.462258065,04:00.5,00:00.5,1,5:1,5:01,1,6:1,6:01,1,190.9,7:01,0.615806452,08:00.6
,12,,,208.3,0.671935484,137,01:00.7,0.441935484,2:0.441935484,02:00.4,143.3,00:00.4,0.462258065,03:00.5,164,00:00.5,0.529032258,04:00.5,00:00.5,1,5:1,5:01,1,6:1,6:01,1,171.4,7:01,0.552903226,08:00.6
,13,,,189.5,0.611290323,143.3,01:00.6,0.462258065,2:0.462258065,02:00.5,164,00:00.5,0.529032258,03:00.5,208.3,00:00.5,0.671935484,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,1,171.6,7:01,0.553548387,08:00.6
,14,,,239.1,0.771290323,164,01:00.8,0.529032258,2:0.529032258,02:00.5,208.3,00:00.5,0.671935484,03:00.7,189.5,00:00.7,0.611290323,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,1,153.2,7:01,0.494193548,08:00.5
,15,,,234.8,0.757419355,208.3,01:00.8,0.671935484,2:0.671935484,02:00.7,189.5,00:00.7,0.611290323,03:00.6,239.1,00:00.6,0.771290323,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,1,180.6,7:01,0.582580645,08:00.6
,16,,,197.3,0.636451613,189.5,01:00.6,0.611290323,2:0.611290323,02:00.6,239.1,00:00.6,0.771290323,03:00.8,234.8,00:00.8,0.757419355,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,1,160.4,7:01,0.517419355,08:00.5
,17,,,112.2,0.361935484,239.1,01:00.4,0.771290323,2:0.771290323,02:00.8,234.8,00:00.8,0.757419355,03:00.8,197.3,00:00.8,0.636451613,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,1,85.9,7:01,0.277096774,08:00.3
,18,,,78.6,0.253548387,234.8,01:00.3,0.757419355,2:0.757419355,02:00.8,197.3,00:00.8,0.636451613,03:00.6,112.2,00:00.6,0.361935484,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,1,71,7:01,0.229032258,08:00.2
,19,,,42.4,0.136774194,197.3,01:00.1,0.636451613,2:0.636451613,02:00.6,112.2,00:00.6,0.361935484,03:00.4,78.6,00:00.4,0.253548387,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,1,40.9,7:01,0.131935484,08:00.1
,20,,,36.2,0.116774194,112.2,01:00.1,0.361935484,2:0.361935484,02:00.4,78.6,00:00.4,0.253548387,03:00.3,42.4,00:00.3,0.136774194,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,40.7,7:01,0.131290323,08:00.1
,21,,,36.9,0.119032258,78.6,01:00.1,0.253548387,2:0.253548387,02:00.3,42.4,00:00.3,0.136774194,03:00.1,36.2,00:00.1,0.116774194,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,34.2,7:01,0.110322581,08:00.1
,22,,,47.1,0.151935484,42.4,01:00.2,0.136774194,2:0.136774194,02:00.1,36.2,00:00.1,0.116774194,03:00.1,36.9,00:00.1,0.119032258,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,44.5,7:01,0.143548387,08:00.1
,23,,,37.5,0.120967742,36.2,01:00.1,0.116774194,2:0.116774194,02:00.1,36.9,00:00.1,0.119032258,03:00.1,47.1,00:00.1,0.151935484,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,40.6,7:01,0.130967742,08:00.1
8/6/2014,0,Wednesday,,33.7,0.108709677,36.9,01:00.1,0.119032258,2:0.119032258,02:00.1,47.1,00:00.1,0.151935484,03:00.2,37.5,00:00.2,0.120967742,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,34.6,7:01,0.111612903,08:00.1
,1,,,34,0.109677419,47.1,01:00.1,0.151935484,2:0.151935484,02:00.2,37.5,00:00.2,0.120967742,03:00.1,33.7,00:00.1,0.108709677,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,36.3,7:01,0.117096774,08:00.1
,2,,,35.6,0.11483871,37.5,01:00.1,0.120967742,2:0.120967742,02:00.1,33.7,00:00.1,0.108709677,03:00.1,34,00:00.1,0.109677419,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,33.1,7:01,0.106774194,08:00.1
,3,,,36.5,0.117741935,33.7,01:00.1,0.108709677,2:0.108709677,02:00.1,34,00:00.1,0.109677419,03:00.1,35.6,00:00.1,0.11483871,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,34.1,7:01,0.11,08:00.1
,4,,,36.6,0.118064516,34,01:00.1,0.109677419,2:0.109677419,02:00.1,35.6,00:00.1,0.11483871,03:00.1,36.5,00:00.1,0.117741935,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,20.3,7:01,0.065483871,08:00.1
,5,,,34.5,0.111290323,35.6,01:00.1,0.11483871,2:0.11483871,02:00.1,36.5,00:00.1,0.117741935,03:00.1,36.6,00:00.1,0.118064516,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,35.2,7:01,0.113548387,08:00.1
,6,,,56.7,0.182903226,36.5,01:00.2,0.117741935,2:0.117741935,02:00.1,36.6,00:00.1,0.118064516,03:00.1,34.5,00:00.1,0.111290323,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,50.1,7:01,0.161612903,08:00.2
,7,,,79.2,0.255483871,36.6,01:00.3,0.118064516,2:0.118064516,02:00.1,34.5,00:00.1,0.111290323,03:00.1,56.7,00:00.1,0.182903226,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,68.7,7:01,0.221612903,08:00.2
,8,,,118.4,0.381935484,34.5,01:00.4,0.111290323,2:0.111290323,02:00.1,56.7,00:00.1,0.182903226,03:00.2,79.2,00:00.2,0.255483871,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,1,85.5,7:01,0.275806452,08:00.3
,9,,,188.1,0.606774194,56.7,01:00.6,0.182903226,2:0.182903226,02:00.2,79.2,00:00.2,0.255483871,03:00.3,118.4,00:00.3,0.381935484,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,1,137,7:01,0.441935484,08:00.4
,10,,,244.3,0.788064516,79.2,01:00.8,0.255483871,2:0.255483871,02:00.3,118.4,00:00.3,0.381935484,03:00.4,188.1,00:00.4,0.606774194,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,1,143.3,7:01,0.462258065,08:00.5
,11,,,278.2,0.897419355,118.4,01:00.9,0.381935484,2:0.381935484,02:00.4,188.1,00:00.4,0.606774194,03:00.6,244.3,00:00.6,0.788064516,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,1,164,7:01,0.529032258,08:00.5
,12,,,280.1,0.903548387,188.1,01:00.9,0.606774194,2:0.606774194,02:00.6,244.3,00:00.6,0.788064516,03:00.8,278.2,00:00.8,0.897419355,04:00.9,00:00.9,1,5:1,5:01,1,6:1,6:01,1,208.3,7:01,0.671935484,08:00.7
,13,,,252.9,0.815806452,244.3,01:00.8,0.788064516,2:0.788064516,02:00.8,278.2,00:00.8,0.897419355,03:00.9,280.1,00:00.9,0.903548387,04:00.9,00:00.9,1,5:1,5:01,1,6:1,6:01,1,189.5,7:01,0.611290323,08:00.6
,14,,,241.7,0.779677419,278.2,01:00.8,0.897419355,2:0.897419355,02:00.9,280.1,00:00.9,0.903548387,03:00.9,252.9,00:00.9,0.815806452,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,1,239.1,7:01,0.771290323,08:00.8
,15,,,297.7,0.960322581,280.1,01:01.0,0.903548387,2:0.903548387,02:00.9,252.9,00:00.9,0.815806452,03:00.8,241.7,00:00.8,0.779677419,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,1,234.8,7:01,0.757419355,08:00.8
,16,,,237.2,0.76516129,252.9,01:00.8,0.815806452,2:0.815806452,02:00.8,241.7,00:00.8,0.779677419,03:00.8,297.7,00:00.8,0.960322581,04:01.0,00:01.0,1,5:1,5:01,1,6:1,6:01,1,197.3,7:01,0.636451613,08:00.6
,17,,,100,0.322580645,241.7,01:00.3,0.779677419,2:0.779677419,02:00.8,297.7,00:00.8,0.960322581,03:01.0,237.2,00:01.0,0.76516129,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,1,112.2,7:01,0.361935484,08:00.4
,18,,,53.6,0.172903226,297.7,01:00.2,0.960322581,2:0.960322581,02:01.0,237.2,00:01.0,0.76516129,03:00.8,100,00:00.8,0.322580645,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,1,78.6,7:01,0.253548387,08:00.3
,19,,,54.6,0.176129032,237.2,01:00.2,0.76516129,2:0.76516129,02:00.8,100,00:00.8,0.322580645,03:00.3,53.6,00:00.3,0.172903226,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,42.4,7:01,0.136774194,08:00.1
,20,,,44.1,0.142258065,100,01:00.1,0.322580645,2:0.322580645,02:00.3,53.6,00:00.3,0.172903226,03:00.2,54.6,00:00.2,0.176129032,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,36.2,7:01,0.116774194,08:00.1
,21,,,38.1,0.122903226,53.6,01:00.1,0.172903226,2:0.172903226,02:00.2,54.6,00:00.2,0.176129032,03:00.2,44.1,00:00.2,0.142258065,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,36.9,7:01,0.119032258,08:00.1
,22,,,47.3,0.152580645,54.6,01:00.2,0.176129032,2:0.176129032,02:00.2,44.1,00:00.2,0.142258065,03:00.1,38.1,00:00.1,0.122903226,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,47.1,7:01,0.151935484,08:00.2
,23,,,49.4,0.159354839,44.1,01:00.2,0.142258065,2:0.142258065,02:00.1,38.1,00:00.1,0.122903226,03:00.1,47.3,00:00.1,0.152580645,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,37.5,7:01,0.120967742,08:00.1
8/7/2014,0,Thursday,,37.3,0.120322581,38.1,01:00.1,0.122903226,2:0.122903226,02:00.1,47.3,00:00.1,0.152580645,03:00.2,49.4,00:00.2,0.159354839,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,33.7,7:01,0.108709677,08:00.1
,1,,,46.9,0.151290323,47.3,01:00.2,0.152580645,2:0.152580645,02:00.2,49.4,00:00.2,0.159354839,03:00.2,37.3,00:00.2,0.120322581,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,34,7:01,0.109677419,08:00.1
,2,,,47,0.151612903,49.4,01:00.2,0.159354839,2:0.159354839,02:00.2,37.3,00:00.2,0.120322581,03:00.1,46.9,00:00.1,0.151290323,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,35.6,7:01,0.11483871,08:00.1
,3,,,39.2,0.126451613,37.3,01:00.1,0.120322581,2:0.120322581,02:00.1,46.9,00:00.1,0.151290323,03:00.2,47,00:00.2,0.151612903,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,36.5,7:01,0.117741935,08:00.1
,4,,,40.4,0.130322581,46.9,01:00.1,0.151290323,2:0.151290323,02:00.2,47,00:00.2,0.151612903,03:00.2,39.2,00:00.2,0.126451613,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,36.6,7:01,0.118064516,08:00.1
,5,,,35.3,0.113870968,47,01:00.1,0.151612903,2:0.151612903,02:00.2,39.2,00:00.2,0.126451613,03:00.1,40.4,00:00.1,0.130322581,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,34.5,7:01,0.111290323,08:00.1
,6,,,60,0.193548387,39.2,01:00.2,0.126451613,2:0.126451613,02:00.1,40.4,00:00.1,0.130322581,03:00.1,35.3,00:00.1,0.113870968,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,56.7,7:01,0.182903226,08:00.2
,7,,,75.2,0.242580645,40.4,01:00.2,0.130322581,2:0.130322581,02:00.1,35.3,00:00.1,0.113870968,03:00.1,60,00:00.1,0.193548387,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,79.2,7:01,0.255483871,08:00.3
,8,,,137.5,0.443548387,35.3,01:00.4,0.113870968,2:0.113870968,02:00.1,60,00:00.1,0.193548387,03:00.2,75.2,00:00.2,0.242580645,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,118.4,7:01,0.381935484,08:00.4
,9,,,230.8,0.744516129,60,01:00.7,0.193548387,2:0.193548387,02:00.2,75.2,00:00.2,0.242580645,03:00.2,137.5,00:00.2,0.443548387,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,1,188.1,7:01,0.606774194,08:00.6
,10,,,205.5,0.662903226,75.2,01:00.7,0.242580645,2:0.242580645,02:00.2,137.5,00:00.2,0.443548387,03:00.4,230.8,00:00.4,0.744516129,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,1,244.3,7:01,0.788064516,08:00.8
,11,,,294.6,0.950322581,137.5,01:01.0,0.443548387,2:0.443548387,02:00.4,230.8,00:00.4,0.744516129,03:00.7,205.5,00:00.7,0.662903226,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,1,278.2,7:01,0.897419355,08:00.9
,12,,,277.8,0.896129032,230.8,01:00.9,0.744516129,2:0.744516129,02:00.7,205.5,00:00.7,0.662903226,03:00.7,294.6,00:00.7,0.950322581,04:00.9,00:01.0,1,5:1,5:01,1,6:1,6:01,1,280.1,7:01,0.903548387,08:00.9
,13,,,285.6,0.921290323,205.5,01:00.9,0.662903226,2:0.662903226,02:00.7,294.6,00:00.7,0.950322581,03:00.9,277.8,00:01.0,0.896129032,04:00.9,00:00.9,1,5:1,5:01,1,6:1,6:01,1,252.9,7:01,0.815806452,08:00.8
,14,,,230.9,0.74483871,294.6,01:00.7,0.950322581,2:0.950322581,02:00.9,277.8,00:01.0,0.896129032,03:00.9,285.6,00:00.9,0.921290323,04:00.9,00:00.9,1,5:1,5:01,1,6:1,6:01,1,241.7,7:01,0.779677419,08:00.8
,15,,,264.1,0.851935484,277.8,01:00.9,0.896129032,2:0.896129032,02:00.9,285.6,00:00.9,0.921290323,03:00.9,230.9,00:00.9,0.74483871,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,1,297.7,7:01,0.960322581,08:01.0
,16,,,194.2,0.626451613,285.6,01:00.6,0.921290323,2:0.921290323,02:00.9,230.9,00:00.9,0.74483871,03:00.7,264.1,00:00.7,0.851935484,04:00.9,00:00.9,1,5:1,5:01,1,6:1,6:01,1,237.2,7:01,0.76516129,08:00.8
,17,,,113,0.364516129,230.9,01:00.4,0.74483871,2:0.74483871,02:00.7,264.1,00:00.7,0.851935484,03:00.9,194.2,00:00.9,0.626451613,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,1,100,7:01,0.322580645,08:00.3
,18,,,90.8,0.292903226,264.1,01:00.3,0.851935484,2:0.851935484,02:00.9,194.2,00:00.9,0.626451613,03:00.6,113,00:00.6,0.364516129,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,1,53.6,7:01,0.172903226,08:00.2
,19,,,46.9,0.151290323,194.2,01:00.2,0.626451613,2:0.626451613,02:00.6,113,00:00.6,0.364516129,03:00.4,90.8,00:00.4,0.292903226,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,1,54.6,7:01,0.176129032,08:00.2
,20,,,39.3,0.126774194,113,01:00.1,0.364516129,2:0.364516129,02:00.4,90.8,00:00.4,0.292903226,03:00.3,46.9,00:00.3,0.151290323,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,44.1,7:01,0.142258065,08:00.1
,21,,,38.5,0.124193548,90.8,01:00.1,0.292903226,2:0.292903226,02:00.3,46.9,00:00.3,0.151290323,03:00.2,39.3,00:00.2,0.126774194,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,38.1,7:01,0.122903226,08:00.1
,22,,,46.8,0.150967742,46.9,01:00.2,0.151290323,2:0.151290323,02:00.2,39.3,00:00.2,0.126774194,03:00.1,38.5,00:00.1,0.124193548,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,47.3,7:01,0.152580645,08:00.2
,23,,,43.9,0.141612903,39.3,01:00.1,0.126774194,2:0.126774194,02:00.1,38.5,00:00.1,0.124193548,03:00.1,46.8,00:00.1,0.150967742,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,49.4,7:01,0.159354839,08:00.2
8/8/2014,0,Friday,,33.5,0.108064516,38.5,01:00.1,0.124193548,2:0.124193548,02:00.1,46.8,00:00.1,0.150967742,03:00.2,43.9,00:00.2,0.141612903,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,37.3,7:01,0.120322581,08:00.1
,1,,,42.4,0.136774194,46.8,01:00.1,0.150967742,2:0.150967742,02:00.2,43.9,00:00.2,0.141612903,03:00.1,33.5,00:00.1,0.108064516,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,46.9,7:01,0.151290323,08:00.2
,2,,,39.7,0.128064516,43.9,01:00.1,0.141612903,2:0.141612903,02:00.1,33.5,00:00.1,0.108064516,03:00.1,42.4,00:00.1,0.136774194,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,47,7:01,0.151612903,08:00.2
,3,,,40.3,0.13,33.5,01:00.1,0.108064516,2:0.108064516,02:00.1,42.4,00:00.1,0.136774194,03:00.1,39.7,00:00.1,0.128064516,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,39.2,7:01,0.126451613,08:00.1
,4,,,37.6,0.121290323,42.4,01:00.1,0.136774194,2:0.136774194,02:00.1,39.7,00:00.1,0.128064516,03:00.1,40.3,00:00.1,0.13,04:00.1,04:00.1,1,5:1,5:01,0,6:0,6:00,1,40.4,7:01,0.130322581,08:00.1
,5,,,33.8,0.109032258,39.7,01:00.1,0.128064516,2:0.128064516,02:00.1,40.3,00:00.1,0.13,03:00.1,37.6,03:00.1,0.121290323,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,35.3,7:01,0.113870968,08:00.1
,6,,,25.3,0.081612903,40.3,01:00.1,0.13,2:0.13,02:00.1,37.6,02:00.1,0.121290323,03:00.1,33.8,00:00.1,0.109032258,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,60,7:01,0.193548387,08:00.2
,7,,,64.8,0.209032258,37.6,01:00.2,0.121290323,2:0.121290323,02:00.1,33.8,00:00.1,0.109032258,03:00.1,25.3,00:00.1,0.081612903,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,75.2,7:01,0.242580645,08:00.2
,8,,,133.8,0.431612903,33.8,01:00.4,0.109032258,2:0.109032258,02:00.1,25.3,00:00.1,0.081612903,03:00.1,64.8,00:00.1,0.209032258,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,137.5,7:01,0.443548387,08:00.4
,9,,,195.3,0.63,25.3,01:00.6,0.081612903,2:0.081612903,02:00.1,64.8,00:00.1,0.209032258,03:00.2,133.8,00:00.2,0.431612903,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,1,230.8,7:01,0.744516129,08:00.7
,10,,,240.7,0.776451613,64.8,01:00.8,0.209032258,2:0.209032258,02:00.2,133.8,00:00.2,0.431612903,03:00.4,195.3,00:00.4,0.63,04:00.6,04:00.6,1,5:1,5:01,1,6:1,6:01,1,205.5,7:01,0.662903226,08:00.7
,11,,,245.7,0.792580645,133.8,01:00.8,0.431612903,2:0.431612903,02:00.4,195.3,00:00.4,0.63,03:00.6,240.7,03:00.6,0.776451613,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,1,294.6,7:01,0.950322581,08:01.0
,12,,,245.6,0.792258065,195.3,01:00.8,0.63,2:0.63,02:00.6,240.7,02:00.6,0.776451613,03:00.8,245.7,00:00.8,0.792580645,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,1,277.8,7:01,0.896129032,08:00.9
,13,,,207.4,0.669032258,240.7,01:00.7,0.776451613,2:0.776451613,02:00.8,245.7,00:00.8,0.792580645,03:00.8,245.6,00:00.8,0.792258065,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,1,285.6,7:01,0.921290323,08:00.9
,14,,,179.2,0.578064516,245.7,01:00.6,0.792580645,2:0.792580645,02:00.8,245.6,00:00.8,0.792258065,03:00.8,207.4,00:00.8,0.669032258,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,1,230.9,7:01,0.74483871,08:00.7
,15,,,166.4,0.536774194,245.6,01:00.5,0.792258065,2:0.792258065,02:00.8,207.4,00:00.8,0.669032258,03:00.7,179.2,00:00.7,0.578064516,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,1,264.1,7:01,0.851935484,08:00.9
,16,,,215,0.693548387,207.4,01:00.7,0.669032258,2:0.669032258,02:00.7,179.2,00:00.7,0.578064516,03:00.6,166.4,00:00.6,0.536774194,04:00.5,00:00.5,1,5:1,5:01,1,6:1,6:01,1,194.2,7:01,0.626451613,08:00.6
,17,,,110.4,0.356129032,179.2,01:00.4,0.578064516,2:0.578064516,02:00.6,166.4,00:00.6,0.536774194,03:00.5,215,00:00.5,0.693548387,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,1,113,7:01,0.364516129,08:00.4
,18,,,91.47614796,0.295084348,166.4,01:00.3,0.536774194,2:0.536774194,02:00.5,215,00:00.5,0.693548387,03:00.7,110.4,00:00.7,0.356129032,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,1,90.8,7:01,0.292903226,08:00.3
,19,,,52.25438088,0.168562519,215,01:00.2,0.693548387,2:0.693548387,02:00.7,110.4,00:00.7,0.356129032,03:00.4,91.47614796,00:00.4,0.295084348,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,1,46.9,7:01,0.151290323,08:00.2
,20,,,44.57803561,0.143800115,110.4,01:00.1,0.356129032,2:0.356129032,02:00.4,91.47614796,00:00.4,0.295084348,03:00.3,52.25438088,00:00.3,0.168562519,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,1,39.3,7:01,0.126774194,08:00.1
,21,,,209.8,0.676774194,91.47614796,01:00.7,0.295084348,2:0.295084348,02:00.3,52.25438088,00:00.3,0.168562519,03:00.2,44.57803561,00:00.2,0.143800115,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,38.5,7:01,0.124193548,08:00.1
,22,,,41.2,0.132903226,52.25438088,01:00.1,0.168562519,2:0.168562519,02:00.2,44.57803561,00:00.2,0.143800115,03:00.1,209.8,00:00.1,0.676774194,04:00.7,00:00.7,1,5:1,5:01,0,6:0,6:00,1,46.8,7:01,0.150967742,08:00.2
,23,,,36.7,0.118387097,44.57803561,01:00.1,0.143800115,2:0.143800115,02:00.1,209.8,00:00.1,0.676774194,03:00.7,41.2,00:00.7,0.132903226,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,43.9,7:01,0.141612903,08:00.1
8/9/2014,0,Saturday,,29.2,0.094193548,209.8,01:00.1,0.676774194,2:0.676774194,02:00.7,41.2,00:00.7,0.132903226,03:00.1,36.7,00:00.1,0.118387097,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,33.5,7:01,0.108064516,08:00.1
,1,,,33.6,0.108387097,41.2,01:00.1,0.132903226,2:0.132903226,02:00.1,36.7,00:00.1,0.118387097,03:00.1,29.2,00:00.1,0.094193548,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,42.4,7:01,0.136774194,08:00.1
,2,,,33.6,0.108387097,36.7,01:00.1,0.118387097,2:0.118387097,02:00.1,29.2,00:00.1,0.094193548,03:00.1,33.6,00:00.1,0.108387097,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,39.7,7:01,0.128064516,08:00.1
,3,,,35,0.112903226,29.2,01:00.1,0.094193548,2:0.094193548,02:00.1,33.6,00:00.1,0.108387097,03:00.1,33.6,00:00.1,0.108387097,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,40.3,7:01,0.13,08:00.1
,4,,,32.6,0.10516129,33.6,01:00.1,0.108387097,2:0.108387097,02:00.1,33.6,00:00.1,0.108387097,03:00.1,35,00:00.1,0.112903226,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,37.6,7:01,0.121290323,08:00.1
,5,,,34.1,0.11,33.6,01:00.1,0.108387097,2:0.108387097,02:00.1,35,00:00.1,0.112903226,03:00.1,32.6,00:00.1,0.10516129,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,33.8,7:01,0.109032258,08:00.1
,6,,,33.9,0.109354839,35,01:00.1,0.112903226,2:0.112903226,02:00.1,32.6,00:00.1,0.10516129,03:00.1,34.1,00:00.1,0.11,04:00.1,04:00.1,1,5:1,5:01,0,6:0,6:00,1,25.3,7:01,0.081612903,08:00.1
,7,,,106.8,0.344516129,32.6,01:00.3,0.10516129,2:0.10516129,02:00.1,34.1,00:00.1,0.11,03:00.1,33.9,03:00.1,0.109354839,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,1,64.8,7:01,0.209032258,08:00.2
,8,,,119.7,0.386129032,34.1,01:00.4,0.11,2:0.11,02:00.1,33.9,02:00.1,0.109354839,03:00.1,106.8,00:00.1,0.344516129,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,1,133.8,7:01,0.431612903,08:00.4
,9,,,242.9,0.783548387,33.9,01:00.8,0.109354839,2:0.109354839,02:00.1,106.8,00:00.1,0.344516129,03:00.3,119.7,00:00.3,0.386129032,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,1,195.3,7:01,0.63,08:00.6
